LINE_RATE,N,D,S,X,U,W,OUTPUT_QUEUE_DEPTH,MULTICAST_SUPPORT,clk,part_number,Slices/CLBs,Slices/CLBs %,Slice/CLB LUTs,Slice/CLB LUTs %,LUT as Memory,LUT as Memory %,Slice/CLB Regs,Slice/CLB Regs %,BRAMs,BRAMs%,URAMs,URAMs%,DSPs,DSPs %,WNS(ns),TNS(ns),NNS,WHS(ns),THS(ns),NHS,Timing Status
25,64,16384,8,64,1,72,512,0,2.4,xcvu9p-flga2577-3-e,23041,15.59,77984,6.60,27768,4.69,174368,7.37,448,20.74,256,26.67,0,0.00,0.006,0.000,0,0.003,0.000,0,Met
25,64,32768,8,64,1,72,32,0,2.88,xcvu9p-flga2577-3-e,26334,17.82,79628,6.74,31416,5.31,183795,7.77,736,34.07,512,53.33,0,0.00,-0.247,-112.057,1693,0.004,0.000,0,Not Met


25,72,8192,8,64,1,72,512,0,2.4,xcvu5p-flvc2104-3-e,27758,28.17,102455,17.06,37110,9.41,231090,19.24,310,30.32,144,30.64,0,0.00,0.020,0.000,0,0.003,0.000,0,Met
25,80,8192,8,64,1,72,512,0,2.4,xcvu5p-flvc2104-3-e,32379,32.87,117704,19.60,41220,10.45,270504,22.52,345,33.69,160,34.04,0,0.00,0.007,0.000,0,0.003,0.000,0,Met
25,88,8192,8,64,1,72,512,0,2.4,xcvu9p-flga2577-3-e,39557,26.77,138738,11.74,53274,9.00,320994,13.58,379,17.57,176,18.33,0,0.00,-0.283,-14.862,235,0.003,0.000,0,Not Met
25,96,8192,8,64,1,72,512,0,2.4,xcvu9p-flga2577-3-e,43444,29.40,155856,13.18,58104,9.82,366634,15.51,414,19.17,192,20.00,0,0.00,-0.119,-5.644,195,0.003,0.000,0,Not Met
25,104,8192,8,64,1,72,512,0,2.4,xcvu9p-flga2577-3-e,55788,37.75,183611,15.53,72318,12.22,432771,18.30,448,20.76,208,21.67,0,0.00,-0.392,-568.375,4942,0.003,0.000,0,Not Met

25,96,8192,8,64,1,72,512,0,2.6182,xcvu9p-flga2577-3-e,44016,29.78,155658,13.17,58104,9.82,366732,15.51,414,19.17,192,20.00,0,0.00,0.050,0.000,0,0.001,0.000,0,Met
25,96,8192,8,64,1,72,512,0,2.5043,xcvu9p-flga2577-3-e,48208,32.62,155835,13.18,58104,9.82,366615,15.51,414,19.17,192,20.00,0,0.00,-0.092,-5.122,184,0.002,0.000,0,Not Met
25,96,8192,8,64,1,72,512,0,2.5487,xcvu9p-flga2577-3-e,45017,30.46,155632,13.16,58104,9.82,366731,15.51,414,19.17,192,20.00,0,0.00,-0.046,-0.634,38,0.002,0.000,0,Not Met
25,96,8192,8,64,1,72,512,0,2.5714,xcvu9p-flga2577-3-e,45243,30.62,155629,13.16,58104,9.82,366720,15.51,414,19.17,192,20.00,0,0.00,-0.034,-0.358,21,0.003,0.000,0,Not Met
